date,city,country,parameter,value,unit,latitude,longitude,year,month,day_of_week,is_weekend,season
2020-04-21,Los Angeles,USA,PM2.5,34.96,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-22,Los Angeles,USA,PM2.5,38.2,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-23,Los Angeles,USA,PM2.5,35.3,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-04-24,Los Angeles,USA,PM2.5,46.26,µg/m³,34.0522,-118.2437,2020,4,4,0,Outono
2020-04-25,Los Angeles,USA,PM2.5,22.03,µg/m³,34.0522,-118.2437,2020,4,5,1,Outono
2020-04-26,Los Angeles,USA,PM2.5,27.59,µg/m³,34.0522,-118.2437,2020,4,6,1,Outono
2020-04-27,Los Angeles,USA,PM2.5,27.38,µg/m³,34.0522,-118.2437,2020,4,0,0,Outono
2020-04-28,Los Angeles,USA,PM2.5,47.48,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-29,Los Angeles,USA,PM2.5,55.01,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-30,Los Angeles,USA,PM2.5,36.78,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-05-01,Los Angeles,USA,PM2.5,36.05,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-02,Los Angeles,USA,PM2.5,38.35,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-03,Los Angeles,USA,PM2.5,49.18,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-04,Los Angeles,USA,PM2.5,28.2,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-05,Los Angeles,USA,PM2.5,39.76,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-06,Los Angeles,USA,PM2.5,47.04,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-07,Los Angeles,USA,PM2.5,42.2,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-08,Los Angeles,USA,PM2.5,38.98,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-09,Los Angeles,USA,PM2.5,46.99,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-10,Los Angeles,USA,PM2.5,9.85,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-11,Los Angeles,USA,PM2.5,43.55,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-12,Los Angeles,USA,PM2.5,30.12,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-13,Los Angeles,USA,PM2.5,18.24,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-14,Los Angeles,USA,PM2.5,41.55,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-15,Los Angeles,USA,PM2.5,50.05,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-16,Los Angeles,USA,PM2.5,34.82,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-17,Los Angeles,USA,PM2.5,45.61,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-18,Los Angeles,USA,PM2.5,52.08,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-19,Los Angeles,USA,PM2.5,48.98,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-20,Los Angeles,USA,PM2.5,52.1,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-21,Los Angeles,USA,PM2.5,42.99,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-22,Los Angeles,USA,PM2.5,36.2,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-23,Los Angeles,USA,PM2.5,19.29,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-24,Los Angeles,USA,PM2.5,32.71,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-25,Los Angeles,USA,PM2.5,26.6,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-26,Los Angeles,USA,PM2.5,56.61,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-27,Los Angeles,USA,PM2.5,33.0,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-28,Los Angeles,USA,PM2.5,35.85,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-29,Los Angeles,USA,PM2.5,39.99,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-30,Los Angeles,USA,PM2.5,34.76,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-31,Los Angeles,USA,PM2.5,51.13,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-06-01,Los Angeles,USA,PM2.5,27.81,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-02,Los Angeles,USA,PM2.5,35.83,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-03,Los Angeles,USA,PM2.5,26.31,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-04,Los Angeles,USA,PM2.5,20.38,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-05,Los Angeles,USA,PM2.5,27.31,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-06,Los Angeles,USA,PM2.5,32.9,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-07,Los Angeles,USA,PM2.5,28.82,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-08,Los Angeles,USA,PM2.5,26.03,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-09,Los Angeles,USA,PM2.5,18.73,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-10,Los Angeles,USA,PM2.5,31.81,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-11,Los Angeles,USA,PM2.5,17.43,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-12,Los Angeles,USA,PM2.5,39.92,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-13,Los Angeles,USA,PM2.5,32.98,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-14,Los Angeles,USA,PM2.5,17.41,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-15,Los Angeles,USA,PM2.5,28.73,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-16,Los Angeles,USA,PM2.5,24.14,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-17,Los Angeles,USA,PM2.5,34.68,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-18,Los Angeles,USA,PM2.5,44.73,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-19,Los Angeles,USA,PM2.5,12.4,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-20,Los Angeles,USA,PM2.5,32.14,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-21,Los Angeles,USA,PM2.5,29.22,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-22,Los Angeles,USA,PM2.5,37.36,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-23,Los Angeles,USA,PM2.5,32.61,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-24,Los Angeles,USA,PM2.5,22.79,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-25,Los Angeles,USA,PM2.5,26.95,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-26,Los Angeles,USA,PM2.5,22.01,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-27,Los Angeles,USA,PM2.5,40.55,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-28,Los Angeles,USA,PM2.5,29.84,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-01-01,Los Angeles,USA,NO2,30.69,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
2020-01-02,Los Angeles,USA,NO2,28.32,µg/m³,34.0522,-118.2437,2020,1,3,0,Verão
2020-01-03,Los Angeles,USA,NO2,21.24,µg/m³,34.0522,-118.2437,2020,1,4,0,Verão
2020-01-04,Los Angeles,USA,NO2,16.61,µg/m³,34.0522,-118.2437,2020,1,5,1,Verão
2020-01-05,Los Angeles,USA,NO2,43.68,µg/m³,34.0522,-118.2437,2020,1,6,1,Verão
2020-01-06,Los Angeles,USA,NO2,33.72,µg/m³,34.0522,-118.2437,2020,1,0,0,Verão
2020-01-07,Los Angeles,USA,NO2,43.43,µg/m³,34.0522,-118.2437,2020,1,1,0,Verão
2020-01-08,Los Angeles,USA,NO2,51.19,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
2020-01-09,Los Angeles,USA,NO2,45.26,µg/m³,34.0522,-118.2437,2020,1,3,0,Verão
2020-01-10,Los Angeles,USA,NO2,30.8,µg/m³,34.0522,-118.2437,2020,1,4,0,Verão
2020-01-11,Los Angeles,USA,NO2,37.84,µg/m³,34.0522,-118.2437,2020,1,5,1,Verão
2020-01-12,Los Angeles,USA,NO2,30.41,µg/m³,34.0522,-118.2437,2020,1,6,1,Verão
2020-01-13,Los Angeles,USA,NO2,29.65,µg/m³,34.0522,-118.2437,2020,1,0,0,Verão
2020-01-14,Los Angeles,USA,NO2,40.32,µg/m³,34.0522,-118.2437,2020,1,1,0,Verão
2020-01-15,Los Angeles,USA,NO2,28.74,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
2020-01-16,Los Angeles,USA,NO2,15.14,µg/m³,34.0522,-118.2437,2020,1,3,0,Verão
2020-01-17,Los Angeles,USA,NO2,28.52,µg/m³,34.0522,-118.2437,2020,1,4,0,Verão
2020-01-18,Los Angeles,USA,NO2,34.49,µg/m³,34.0522,-118.2437,2020,1,5,1,Verão
2020-01-19,Los Angeles,USA,NO2,52.94,µg/m³,34.0522,-118.2437,2020,1,6,1,Verão
2020-01-20,Los Angeles,USA,NO2,32.98,µg/m³,34.0522,-118.2437,2020,1,0,0,Verão
2020-01-21,Los Angeles,USA,NO2,43.17,µg/m³,34.0522,-118.2437,2020,1,1,0,Verão
2020-01-22,Los Angeles,USA,NO2,36.53,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
2020-01-23,Los Angeles,USA,NO2,50.64,µg/m³,34.0522,-118.2437,2020,1,3,0,Verão
2020-01-24,Los Angeles,USA,NO2,50.1,µg/m³,34.0522,-118.2437,2020,1,4,0,Verão
2020-01-25,Los Angeles,USA,NO2,50.45,µg/m³,34.0522,-118.2437,2020,1,5,1,Verão
2020-01-26,Los Angeles,USA,NO2,21.51,µg/m³,34.0522,-118.2437,2020,1,6,1,Verão
2020-01-27,Los Angeles,USA,NO2,41.07,µg/m³,34.0522,-118.2437,2020,1,0,0,Verão
2020-01-28,Los Angeles,USA,NO2,46.75,µg/m³,34.0522,-118.2437,2020,1,1,0,Verão
2020-01-29,Los Angeles,USA,NO2,43.13,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
2020-01-30,Los Angeles,USA,NO2,45.83,µg/m³,34.0522,-118.2437,2020,1,3,0,Verão
2020-01-31,Los Angeles,USA,NO2,40.2,µg/m³,34.0522,-118.2437,2020,1,4,0,Verão
2020-02-01,Los Angeles,USA,NO2,32.32,µg/m³,34.0522,-118.2437,2020,2,5,1,Verão
2020-02-02,Los Angeles,USA,NO2,22.94,µg/m³,34.0522,-118.2437,2020,2,6,1,Verão
2020-02-03,Los Angeles,USA,NO2,33.6,µg/m³,34.0522,-118.2437,2020,2,0,0,Verão
2020-02-04,Los Angeles,USA,NO2,66.98,µg/m³,34.0522,-118.2437,2020,2,1,0,Verão
2020-02-05,Los Angeles,USA,NO2,35.49,µg/m³,34.0522,-118.2437,2020,2,2,0,Verão
2020-02-06,Los Angeles,USA,NO2,20.89,µg/m³,34.0522,-118.2437,2020,2,3,0,Verão
2020-02-07,Los Angeles,USA,NO2,47.95,µg/m³,34.0522,-118.2437,2020,2,4,0,Verão
2020-02-08,Los Angeles,USA,NO2,49.32,µg/m³,34.0522,-118.2437,2020,2,5,1,Verão
2020-02-09,Los Angeles,USA,NO2,53.77,µg/m³,34.0522,-118.2437,2020,2,6,1,Verão
2020-02-10,Los Angeles,USA,NO2,45.74,µg/m³,34.0522,-118.2437,2020,2,0,0,Verão
2020-02-11,Los Angeles,USA,NO2,49.62,µg/m³,34.0522,-118.2437,2020,2,1,0,Verão
2020-02-12,Los Angeles,USA,NO2,59.7,µg/m³,34.0522,-118.2437,2020,2,2,0,Verão
2020-02-13,Los Angeles,USA,NO2,33.97,µg/m³,34.0522,-118.2437,2020,2,3,0,Verão
2020-02-14,Los Angeles,USA,NO2,32.11,µg/m³,34.0522,-118.2437,2020,2,4,0,Verão
2020-02-15,Los Angeles,USA,NO2,30.73,µg/m³,34.0522,-118.2437,2020,2,5,1,Verão
2020-02-16,Los Angeles,USA,NO2,39.14,µg/m³,34.0522,-118.2437,2020,2,6,1,Verão
2020-02-17,Los Angeles,USA,NO2,56.25,µg/m³,34.0522,-118.2437,2020,2,0,0,Verão
2020-02-18,Los Angeles,USA,NO2,47.31,µg/m³,34.0522,-118.2437,2020,2,1,0,Verão
2020-02-19,Los Angeles,USA,NO2,47.03,µg/m³,34.0522,-118.2437,2020,2,2,0,Verão
2020-02-20,Los Angeles,USA,NO2,24.07,µg/m³,34.0522,-118.2437,2020,2,3,0,Verão
2020-02-21,Los Angeles,USA,NO2,35.44,µg/m³,34.0522,-118.2437,2020,2,4,0,Verão
2020-02-22,Los Angeles,USA,NO2,24.12,µg/m³,34.0522,-118.2437,2020,2,5,1,Verão
2020-02-23,Los Angeles,USA,NO2,54.3,µg/m³,34.0522,-118.2437,2020,2,6,1,Verão
2020-02-24,Los Angeles,USA,NO2,58.55,µg/m³,34.0522,-118.2437,2020,2,0,0,Verão
2020-02-25,Los Angeles,USA,NO2,50.59,µg/m³,34.0522,-118.2437,2020,2,1,0,Verão
2020-02-26,Los Angeles,USA,NO2,33.02,µg/m³,34.0522,-118.2437,2020,2,2,0,Verão
2020-02-27,Los Angeles,USA,NO2,57.81,µg/m³,34.0522,-118.2437,2020,2,3,0,Verão
2020-02-28,Los Angeles,USA,NO2,40.55,µg/m³,34.0522,-118.2437,2020,2,4,0,Verão
2020-02-29,Los Angeles,USA,NO2,31.03,µg/m³,34.0522,-118.2437,2020,2,5,1,Verão
2020-03-01,Los Angeles,USA,NO2,33.62,µg/m³,34.0522,-118.2437,2020,3,6,1,Outono
2020-03-02,Los Angeles,USA,NO2,39.05,µg/m³,34.0522,-118.2437,2020,3,0,0,Outono
2020-03-03,Los Angeles,USA,NO2,43.93,µg/m³,34.0522,-118.2437,2020,3,1,0,Outono
2020-03-04,Los Angeles,USA,NO2,41.9,µg/m³,34.0522,-118.2437,2020,3,2,0,Outono
2020-03-05,Los Angeles,USA,NO2,29.47,µg/m³,34.0522,-118.2437,2020,3,3,0,Outono
2020-03-06,Los Angeles,USA,NO2,55.81,µg/m³,34.0522,-118.2437,2020,3,4,0,Outono
2020-03-07,Los Angeles,USA,NO2,42.24,µg/m³,34.0522,-118.2437,2020,3,5,1,Outono
2020-03-08,Los Angeles,USA,NO2,36.68,µg/m³,34.0522,-118.2437,2020,3,6,1,Outono
2020-03-09,Los Angeles,USA,NO2,54.99,µg/m³,34.0522,-118.2437,2020,3,0,0,Outono
2020-03-10,Los Angeles,USA,NO2,32.12,µg/m³,34.0522,-118.2437,2020,3,1,0,Outono
2020-03-11,Los Angeles,USA,NO2,27.73,µg/m³,34.0522,-118.2437,2020,3,2,0,Outono
2020-03-12,Los Angeles,USA,NO2,56.8,µg/m³,34.0522,-118.2437,2020,3,3,0,Outono
2020-03-13,Los Angeles,USA,NO2,63.05,µg/m³,34.0522,-118.2437,2020,3,4,0,Outono
2020-03-14,Los Angeles,USA,NO2,39.57,µg/m³,34.0522,-118.2437,2020,3,5,1,Outono
2020-03-15,Los Angeles,USA,NO2,43.78,µg/m³,34.0522,-118.2437,2020,3,6,1,Outono
2020-03-16,Los Angeles,USA,NO2,32.82,µg/m³,34.0522,-118.2437,2020,3,0,0,Outono
2020-03-17,Los Angeles,USA,NO2,44.39,µg/m³,34.0522,-118.2437,2020,3,1,0,Outono
2020-03-18,Los Angeles,USA,NO2,39.62,µg/m³,34.0522,-118.2437,2020,3,2,0,Outono
2020-03-19,Los Angeles,USA,NO2,43.4,µg/m³,34.0522,-118.2437,2020,3,3,0,Outono
2020-03-20,Los Angeles,USA,NO2,48.55,µg/m³,34.0522,-118.2437,2020,3,4,0,Outono
2020-03-21,Los Angeles,USA,NO2,33.51,µg/m³,34.0522,-118.2437,2020,3,5,1,Outono
2020-03-22,Los Angeles,USA,NO2,40.9,µg/m³,34.0522,-118.2437,2020,3,6,1,Outono
2020-03-23,Los Angeles,USA,NO2,26.51,µg/m³,34.0522,-118.2437,2020,3,0,0,Outono
2020-03-24,Los Angeles,USA,NO2,41.03,µg/m³,34.0522,-118.2437,2020,3,1,0,Outono
2020-03-25,Los Angeles,USA,NO2,43.67,µg/m³,34.0522,-118.2437,2020,3,2,0,Outono
2020-03-26,Los Angeles,USA,NO2,46.91,µg/m³,34.0522,-118.2437,2020,3,3,0,Outono
2020-03-27,Los Angeles,USA,NO2,47.03,µg/m³,34.0522,-118.2437,2020,3,4,0,Outono
2020-03-28,Los Angeles,USA,NO2,53.69,µg/m³,34.0522,-118.2437,2020,3,5,1,Outono
2020-03-29,Los Angeles,USA,NO2,29.27,µg/m³,34.0522,-118.2437,2020,3,6,1,Outono
2020-03-30,Los Angeles,USA,NO2,29.81,µg/m³,34.0522,-118.2437,2020,3,0,0,Outono
2020-03-31,Los Angeles,USA,NO2,49.96,µg/m³,34.0522,-118.2437,2020,3,1,0,Outono
2020-04-01,Los Angeles,USA,NO2,24.29,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-02,Los Angeles,USA,NO2,46.51,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-04-03,Los Angeles,USA,NO2,32.87,µg/m³,34.0522,-118.2437,2020,4,4,0,Outono
2020-04-04,Los Angeles,USA,NO2,60.39,µg/m³,34.0522,-118.2437,2020,4,5,1,Outono
2020-04-05,Los Angeles,USA,NO2,47.16,µg/m³,34.0522,-118.2437,2020,4,6,1,Outono
2020-04-06,Los Angeles,USA,NO2,42.45,µg/m³,34.0522,-118.2437,2020,4,0,0,Outono
2020-04-07,Los Angeles,USA,NO2,56.91,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-08,Los Angeles,USA,NO2,33.98,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-09,Los Angeles,USA,NO2,35.85,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-04-10,Los Angeles,USA,NO2,31.95,µg/m³,34.0522,-118.2437,2020,4,4,0,Outono
2020-04-11,Los Angeles,USA,NO2,35.89,µg/m³,34.0522,-118.2437,2020,4,5,1,Outono
2020-04-12,Los Angeles,USA,NO2,45.12,µg/m³,34.0522,-118.2437,2020,4,6,1,Outono
2020-04-13,Los Angeles,USA,NO2,49.41,µg/m³,34.0522,-118.2437,2020,4,0,0,Outono
2020-04-14,Los Angeles,USA,NO2,54.05,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-15,Los Angeles,USA,NO2,26.15,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-16,Los Angeles,USA,NO2,42.64,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-04-17,Los Angeles,USA,NO2,33.23,µg/m³,34.0522,-118.2437,2020,4,4,0,Outono
2020-04-18,Los Angeles,USA,NO2,42.21,µg/m³,34.0522,-118.2437,2020,4,5,1,Outono
2020-04-19,Los Angeles,USA,NO2,67.56,µg/m³,34.0522,-118.2437,2020,4,6,1,Outono
2020-04-20,Los Angeles,USA,NO2,47.08,µg/m³,34.0522,-118.2437,2020,4,0,0,Outono
2020-04-21,Los Angeles,USA,NO2,53.1,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-22,Los Angeles,USA,NO2,63.65,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-23,Los Angeles,USA,NO2,55.26,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-04-24,Los Angeles,USA,NO2,39.44,µg/m³,34.0522,-118.2437,2020,4,4,0,Outono
2020-04-25,Los Angeles,USA,NO2,31.09,µg/m³,34.0522,-118.2437,2020,4,5,1,Outono
2020-04-26,Los Angeles,USA,NO2,43.48,µg/m³,34.0522,-118.2437,2020,4,6,1,Outono
2020-04-27,Los Angeles,USA,NO2,38.03,µg/m³,34.0522,-118.2437,2020,4,0,0,Outono
2020-04-28,Los Angeles,USA,NO2,28.39,µg/m³,34.0522,-118.2437,2020,4,1,0,Outono
2020-04-29,Los Angeles,USA,NO2,45.97,µg/m³,34.0522,-118.2437,2020,4,2,0,Outono
2020-04-30,Los Angeles,USA,NO2,46.14,µg/m³,34.0522,-118.2437,2020,4,3,0,Outono
2020-05-01,Los Angeles,USA,NO2,61.09,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-02,Los Angeles,USA,NO2,39.69,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-03,Los Angeles,USA,NO2,46.02,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-04,Los Angeles,USA,NO2,36.47,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-05,Los Angeles,USA,NO2,51.77,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-06,Los Angeles,USA,NO2,41.69,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-07,Los Angeles,USA,NO2,31.12,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-08,Los Angeles,USA,NO2,42.61,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-09,Los Angeles,USA,NO2,46.54,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-10,Los Angeles,USA,NO2,45.09,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-11,Los Angeles,USA,NO2,52.89,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-12,Los Angeles,USA,NO2,27.84,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-13,Los Angeles,USA,NO2,33.78,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-14,Los Angeles,USA,NO2,48.49,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-15,Los Angeles,USA,NO2,34.72,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-16,Los Angeles,USA,NO2,44.26,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-17,Los Angeles,USA,NO2,17.54,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-18,Los Angeles,USA,NO2,68.77,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-19,Los Angeles,USA,NO2,38.79,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-20,Los Angeles,USA,NO2,53.3,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-21,Los Angeles,USA,NO2,37.86,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-22,Los Angeles,USA,NO2,45.24,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-23,Los Angeles,USA,NO2,55.88,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-24,Los Angeles,USA,NO2,52.49,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-05-25,Los Angeles,USA,NO2,38.65,µg/m³,34.0522,-118.2437,2020,5,0,0,Outono
2020-05-26,Los Angeles,USA,NO2,39.2,µg/m³,34.0522,-118.2437,2020,5,1,0,Outono
2020-05-27,Los Angeles,USA,NO2,50.45,µg/m³,34.0522,-118.2437,2020,5,2,0,Outono
2020-05-28,Los Angeles,USA,NO2,63.61,µg/m³,34.0522,-118.2437,2020,5,3,0,Outono
2020-05-29,Los Angeles,USA,NO2,42.05,µg/m³,34.0522,-118.2437,2020,5,4,0,Outono
2020-05-30,Los Angeles,USA,NO2,59.56,µg/m³,34.0522,-118.2437,2020,5,5,1,Outono
2020-05-31,Los Angeles,USA,NO2,37.42,µg/m³,34.0522,-118.2437,2020,5,6,1,Outono
2020-06-01,Los Angeles,USA,NO2,49.21,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-02,Los Angeles,USA,NO2,50.55,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-03,Los Angeles,USA,NO2,35.29,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-04,Los Angeles,USA,NO2,31.77,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-05,Los Angeles,USA,NO2,50.54,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-06,Los Angeles,USA,NO2,33.61,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-07,Los Angeles,USA,NO2,29.83,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-08,Los Angeles,USA,NO2,31.77,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-09,Los Angeles,USA,NO2,33.1,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-10,Los Angeles,USA,NO2,46.86,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-11,Los Angeles,USA,NO2,43.28,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-12,Los Angeles,USA,NO2,45.13,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-13,Los Angeles,USA,NO2,42.02,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-14,Los Angeles,USA,NO2,31.71,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-15,Los Angeles,USA,NO2,44.45,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-16,Los Angeles,USA,NO2,49.14,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-17,Los Angeles,USA,NO2,42.99,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-18,Los Angeles,USA,NO2,41.48,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-19,Los Angeles,USA,NO2,29.14,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-20,Los Angeles,USA,NO2,38.76,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-21,Los Angeles,USA,NO2,28.27,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-06-22,Los Angeles,USA,NO2,36.07,µg/m³,34.0522,-118.2437,2020,6,0,0,Inverno
2020-06-23,Los Angeles,USA,NO2,19.73,µg/m³,34.0522,-118.2437,2020,6,1,0,Inverno
2020-06-24,Los Angeles,USA,NO2,19.64,µg/m³,34.0522,-118.2437,2020,6,2,0,Inverno
2020-06-25,Los Angeles,USA,NO2,33.88,µg/m³,34.0522,-118.2437,2020,6,3,0,Inverno
2020-06-26,Los Angeles,USA,NO2,30.14,µg/m³,34.0522,-118.2437,2020,6,4,0,Inverno
2020-06-27,Los Angeles,USA,NO2,36.52,µg/m³,34.0522,-118.2437,2020,6,5,1,Inverno
2020-06-28,Los Angeles,USA,NO2,33.93,µg/m³,34.0522,-118.2437,2020,6,6,1,Inverno
2020-01-01,Los Angeles,USA,O3,38.45,µg/m³,34.0522,-118.2437,2020,1,2,0,Verão
